decorated,undecorated
??1WebMenuItem@Awesomium@@QAE@XZ,public: __thiscall Awesomium::WebMenuItem::~WebMenuItem(void)
??1WebMenuItemArray@Awesomium@@QAE@XZ,public: __thiscall Awesomium::WebMenuItemArray::~WebMenuItemArray(void)
??1WebPageInfo@Awesomium@@QAE@XZ,public: __thiscall Awesomium::WebPageInfo::~WebPageInfo(void)
??1WebPopupMenuInfo@Awesomium@@QAE@XZ,public: __thiscall Awesomium::WebPopupMenuInfo::~WebPopupMenuInfo(void)
??1WebPreferences@Awesomium@@QAE@XZ,public: __thiscall Awesomium::WebPreferences::~WebPreferences(void)
??1WebSession@Awesomium@@MAE@XZ,protected: virtual __thiscall Awesomium::WebSession::~WebSession(void)
??1WebString@Awesomium@@QAE@XZ,public: __thiscall Awesomium::WebString::~WebString(void)
??1WebStringArray@Awesomium@@QAE@XZ,public: __thiscall Awesomium::WebStringArray::~WebStringArray(void)
??1WebURL@Awesomium@@QAE@XZ,public: __thiscall Awesomium::WebURL::~WebURL(void)
??1WebView@Awesomium@@MAE@XZ,protected: virtual __thiscall Awesomium::WebView::~WebView(void)
??4BitmapSurface@Awesomium@@QAEAAV01@ABV01@@Z,public: class Awesomium::BitmapSurface & __thiscall Awesomium::BitmapSurface::operator=(class Awesomium::BitmapSurface const &)
??4BitmapSurfaceFactory@Awesomium@@QAEAAV01@ABV01@@Z,public: class Awesomium::BitmapSurfaceFactory & __thiscall Awesomium::BitmapSurfaceFactory::operator=(class Awesomium::BitmapSurfaceFactory const &)
??4DataPakSource@Awesomium@@QAEAAV01@ABV01@@Z,public: class Awesomium::DataPakSource & __thiscall Awesomium::DataPakSource::operator=(class Awesomium::DataPakSource const &)
??4DataSource@Awesomium@@QAEAAV01@ABV01@@Z,public: class Awesomium::DataSource & __thiscall Awesomium::DataSource::operator=(class Awesomium::DataSource const &)
??4Dialog@WebViewListener@Awesomium@@QAEAAV012@ABV012@@Z,public: class Awesomium::WebViewListener::Dialog & __thiscall Awesomium::WebViewListener::Dialog::operator=(class Awesomium::WebViewListener::Dialog const &)
??4Download@WebViewListener@Awesomium@@QAEAAV012@ABV012@@Z,public: class Awesomium::WebViewListener::Download & __thiscall Awesomium::WebViewListener::Download::operator=(class Awesomium::WebViewListener::Download const &)
??4InputMethodEditor@WebViewListener@Awesomium@@QAEAAV012@ABV012@@Z,public: class Awesomium::WebViewListener::InputMethodEditor & __thiscall Awesomium::WebViewListener::InputMethodEditor::operator=(class Awesomium::WebViewListener::InputMethodEditor const &)
??4JSArray@Awesomium@@QAEAAV01@ABV01@@Z,public: class Awesomium::JSArray & __thiscall Awesomium::JSArray::operator=(class Awesomium::JSArray const &)
??4JSObject@Awesomium@@QAEAAV01@ABV01@@Z,public: class Awesomium::JSObject & __thiscall Awesomium::JSObject::operator=(class Awesomium::JSObject const &)
??4JSValue@Awesomium@@QAEAAV01@ABV01@@Z,public: class Awesomium::JSValue & __thiscall Awesomium::JSValue::operator=(class Awesomium::JSValue const &)
??4Load@WebViewListener@Awesomium@@QAEAAV012@ABV012@@Z,public: class Awesomium::WebViewListener::Load & __thiscall Awesomium::WebViewListener::Load::operator=(class Awesomium::WebViewListener::Load const &)
??4Menu@WebViewListener@Awesomium@@QAEAAV012@ABV012@@Z,public: class Awesomium::WebViewListener::Menu & __thiscall Awesomium::WebViewListener::Menu::operator=(class Awesomium::WebViewListener::Menu const &)
??4Print@WebViewListener@Awesomium@@QAEAAV012@ABV012@@Z,public: class Awesomium::WebViewListener::Print & __thiscall Awesomium::WebViewListener::Print::operator=(class Awesomium::WebViewListener::Print const &)
??4PrintConfig@Awesomium@@QAEAAU01@ABU01@@Z,public: struct Awesomium::PrintConfig & __thiscall Awesomium::PrintConfig::operator=(struct Awesomium::PrintConfig const &)
??4Process@WebViewListener@Awesomium@@QAEAAV012@ABV012@@Z,public: class Awesomium::WebViewListener::Process & __thiscall Awesomium::WebViewListener::Process::operator=(class Awesomium::WebViewListener::Process const &)
??4Rect@Awesomium@@QAEAAU01@ABU01@@Z,public: struct Awesomium::Rect & __thiscall Awesomium::Rect::operator=(struct Awesomium::Rect const &)
??4ResourceInterceptor@Awesomium@@QAEAAV01@ABV01@@Z,public: class Awesomium::ResourceInterceptor & __thiscall Awesomium::ResourceInterceptor::operator=(class Awesomium::ResourceInterceptor const &)
??4ResourceRequest@Awesomium@@QAEAAV01@ABV01@@Z,public: class Awesomium::ResourceRequest & __thiscall Awesomium::ResourceRequest::operator=(class Awesomium::ResourceRequest const &)
??4ResourceResponse@Awesomium@@QAEAAV01@ABV01@@Z,public: class Awesomium::ResourceResponse & __thiscall Awesomium::ResourceResponse::operator=(class Awesomium::ResourceResponse const &)
??4Surface@Awesomium@@QAEAAV01@ABV01@@Z,public: class Awesomium::Surface & __thiscall Awesomium::Surface::operator=(class Awesomium::Surface const &)
??4SurfaceFactory@Awesomium@@QAEAAV01@ABV01@@Z,public: class Awesomium::SurfaceFactory & __thiscall Awesomium::SurfaceFactory::operator=(class Awesomium::SurfaceFactory const &)
??4UploadElement@Awesomium@@QAEAAV01@ABV01@@Z,public: class Awesomium::UploadElement & __thiscall Awesomium::UploadElement::operator=(class Awesomium::UploadElement const &)
??4View@WebViewListener@Awesomium@@QAEAAV012@ABV012@@Z,public: class Awesomium::WebViewListener::View & __thiscall Awesomium::WebViewListener::View::operator=(class Awesomium::WebViewListener::View const &)
??4WebConfig@Awesomium@@QAEAAU01@ABU01@@Z,public: struct Awesomium::WebConfig & __thiscall Awesomium::WebConfig::operator=(struct Awesomium::WebConfig const &)
??4WebContextMenuInfo@Awesomium@@QAEAAU01@ABU01@@Z,public: struct Awesomium::WebContextMenuInfo & __thiscall Awesomium::WebContextMenuInfo::operator=(struct Awesomium::WebContextMenuInfo const &)
??4WebCore@Awesomium@@QAEAAV01@ABV01@@Z,public: class Awesomium::WebCore & __thiscall Awesomium::WebCore::operator=(class Awesomium::WebCore const &)
??4WebFileChooserInfo@Awesomium@@QAEAAU01@ABU01@@Z,public: struct Awesomium::WebFileChooserInfo & __thiscall Awesomium::WebFileChooserInfo::operator=(struct Awesomium::WebFileChooserInfo const &)
??4WebKeyboardEvent@Awesomium@@QAEAAV01@ABV01@@Z,public: class Awesomium::WebKeyboardEvent & __thiscall Awesomium::WebKeyboardEvent::operator=(class Awesomium::WebKeyboardEvent const &)
??4WebLoginDialogInfo@Awesomium@@QAEAAU01@ABU01@@Z,public: struct Awesomium::WebLoginDialogInfo & __thiscall Awesomium::WebLoginDialogInfo::operator=(struct Awesomium::WebLoginDialogInfo const &)
??4WebMenuItem@Awesomium@@QAEAAU01@ABU01@@Z,public: struct Awesomium::WebMenuItem & __thiscall Awesomium::WebMenuItem::operator=(struct Awesomium::WebMenuItem const &)
??4WebMenuItemArray@Awesomium@@QAEAAV01@ABV01@@Z,public: class Awesomium::WebMenuItemArray & __thiscall Awesomium::WebMenuItemArray::operator=(class Awesomium::WebMenuItemArray const &)
??4WebPageInfo@Awesomium@@QAEAAU01@ABU01@@Z,public: struct Awesomium::WebPageInfo & __thiscall Awesomium::WebPageInfo::operator=(struct Awesomium::WebPageInfo const &)
??4WebPopupMenuInfo@Awesomium@@QAEAAU01@ABU01@@Z,public: struct Awesomium::WebPopupMenuInfo & __thiscall Awesomium::WebPopupMenuInfo::operator=(struct Awesomium::WebPopupMenuInfo const &)
??4WebPreferences@Awesomium@@QAEAAU01@ABU01@@Z,public: struct Awesomium::WebPreferences & __thiscall Awesomium::WebPreferences::operator=(struct Awesomium::WebPreferences const &)
??4WebSession@Awesomium@@QAEAAV01@ABV01@@Z,public: class Awesomium::WebSession & __thiscall Awesomium::WebSession::operator=(class Awesomium::WebSession const &)
??4WebString@Awesomium@@QAEAAV01@ABV01@@Z,public: class Awesomium::WebString & __thiscall Awesomium::WebString::operator=(class Awesomium::WebString const &)
??4WebStringArray@Awesomium@@QAEAAV01@ABV01@@Z,public: class Awesomium::WebStringArray & __thiscall Awesomium::WebStringArray::operator=(class Awesomium::WebStringArray const &)
??4WebTouchEvent@Awesomium@@QAEAAU01@ABU01@@Z,public: struct Awesomium::WebTouchEvent & __thiscall Awesomium::WebTouchEvent::operator=(struct Awesomium::WebTouchEvent const &)
??4WebTouchPoint@Awesomium@@QAEAAU01@ABU01@@Z,public: struct Awesomium::WebTouchPoint & __thiscall Awesomium::WebTouchPoint::operator=(struct Awesomium::WebTouchPoint const &)
??4WebURL@Awesomium@@QAEAAV01@ABV01@@Z,public: class Awesomium::WebURL & __thiscall Awesomium::WebURL::operator=(class Awesomium::WebURL const &)
??4WebView@Awesomium@@QAEAAV01@ABV01@@Z,public: class Awesomium::WebView & __thiscall Awesomium::WebView::operator=(class Awesomium::WebView const &)
??8WebString@Awesomium@@QBE_NABV01@@Z,public: bool __thiscall Awesomium::WebString::operator==(class Awesomium::WebString const &)const 
??8WebURL@Awesomium@@QBE_NABV01@@Z,public: bool __thiscall Awesomium::WebURL::operator==(class Awesomium::WebURL const &)const 
??9WebString@Awesomium@@QBE_NABV01@@Z,public: bool __thiscall Awesomium::WebString::operator!=(class Awesomium::WebString const &)const 
??9WebURL@Awesomium@@QBE_NABV01@@Z,public: bool __thiscall Awesomium::WebURL::operator!=(class Awesomium::WebURL const &)const 
??AJSArray@Awesomium@@QAEAAVJSValue@1@I@Z,public: class Awesomium::JSValue & __thiscall Awesomium::JSArray::operator[](unsigned int)
??AJSArray@Awesomium@@QBEABVJSValue@1@I@Z,public: class Awesomium::JSValue const & __thiscall Awesomium::JSArray::operator[](unsigned int)const 
??AWebMenuItemArray@Awesomium@@QAEAAUWebMenuItem@1@I@Z,public: struct Awesomium::WebMenuItem & __thiscall Awesomium::WebMenuItemArray::operator[](unsigned int)
??AWebMenuItemArray@Awesomium@@QBEABUWebMenuItem@1@I@Z,public: struct Awesomium::WebMenuItem const & __thiscall Awesomium::WebMenuItemArray::operator[](unsigned int)const 
??AWebStringArray@Awesomium@@QAEAAVWebString@1@I@Z,public: class Awesomium::WebString & __thiscall Awesomium::WebStringArray::operator[](unsigned int)
??AWebStringArray@Awesomium@@QBEABVWebString@1@I@Z,public: class Awesomium::WebString const & __thiscall Awesomium::WebStringArray::operator[](unsigned int)const 
??MWebString@Awesomium@@QBE_NABV01@@Z,public: bool __thiscall Awesomium::WebString::operator<(class Awesomium::WebString const &)const 
??MWebURL@Awesomium@@QBE_NABV01@@Z,public: bool __thiscall Awesomium::WebURL::operator<(class Awesomium::WebURL const &)const 
??_7BitmapSurface@Awesomium@@6B@,const Awesomium::BitmapSurface::`vftable'
??_7BitmapSurfaceFactory@Awesomium@@6B@,const Awesomium::BitmapSurfaceFactory::`vftable'
??_7DataPakSource@Awesomium@@6B@,const Awesomium::DataPakSource::`vftable'
??_7DataSource@Awesomium@@6B@,const Awesomium::DataSource::`vftable'
??_7Dialog@WebViewListener@Awesomium@@6B@,const Awesomium::WebViewListener::Dialog::`vftable'
??_7Download@WebViewListener@Awesomium@@6B@,const Awesomium::WebViewListener::Download::`vftable'
??_7InputMethodEditor@WebViewListener@Awesomium@@6B@,const Awesomium::WebViewListener::InputMethodEditor::`vftable'
??_7Load@WebViewListener@Awesomium@@6B@,const Awesomium::WebViewListener::Load::`vftable'
??_7Menu@WebViewListener@Awesomium@@6B@,const Awesomium::WebViewListener::Menu::`vftable'
??_7Print@WebViewListener@Awesomium@@6B@,const Awesomium::WebViewListener::Print::`vftable'
??_7Process@WebViewListener@Awesomium@@6B@,const Awesomium::WebViewListener::Process::`vftable'
??_7ResourceInterceptor@Awesomium@@6B@,const Awesomium::ResourceInterceptor::`vftable'
??_7ResourceRequest@Awesomium@@6B@,const Awesomium::ResourceRequest::`vftable'
??_7Surface@Awesomium@@6B@,const Awesomium::Surface::`vftable'
??_7SurfaceFactory@Awesomium@@6B@,const Awesomium::SurfaceFactory::`vftable'
??_7UploadElement@Awesomium@@6B@,const Awesomium::UploadElement::`vftable'
??_7View@WebViewListener@Awesomium@@6B@,const Awesomium::WebViewListener::View::`vftable'
??_7WebCore@Awesomium@@6B@,const Awesomium::WebCore::`vftable'
??_7WebSession@Awesomium@@6B@,const Awesomium::WebSession::`vftable'
??_7WebView@Awesomium@@6B@,const Awesomium::WebView::`vftable'
?Append@WebString@Awesomium@@QAEAAV12@ABV12@@Z,public: class Awesomium::WebString & __thiscall Awesomium::WebString::Append(class Awesomium::WebString const &)
?Assign@WebString@Awesomium@@QAEAAV12@ABV12@@Z,public: class Awesomium::WebString & __thiscall Awesomium::WebString::Assign(class Awesomium::WebString const &)
?Assign@WebString@Awesomium@@QAEAAV12@ABV12@II@Z,"public: class Awesomium::WebString & __thiscall Awesomium::WebString::Assign(class Awesomium::WebString const &,unsigned int,unsigned int)"
?Assign@WebString@Awesomium@@QAEAAV12@PBG@Z,public: class Awesomium::WebString & __thiscall Awesomium::WebString::Assign(unsigned short const *)
?Assign@WebString@Awesomium@@QAEAAV12@PBGI@Z,"public: class Awesomium::WebString & __thiscall Awesomium::WebString::Assign(unsigned short const *,unsigned int)"
?At@JSArray@Awesomium@@QAEAAVJSValue@2@I@Z,public: class Awesomium::JSValue & __thiscall Awesomium::JSArray::At(unsigned int)
?At@JSArray@Awesomium@@QBEABVJSValue@2@I@Z,public: class Awesomium::JSValue const & __thiscall Awesomium::JSArray::At(unsigned int)const 
?At@WebMenuItemArray@Awesomium@@QAEAAUWebMenuItem@2@I@Z,public: struct Awesomium::WebMenuItem & __thiscall Awesomium::WebMenuItemArray::At(unsigned int)
?At@WebMenuItemArray@Awesomium@@QBEABUWebMenuItem@2@I@Z,public: struct Awesomium::WebMenuItem const & __thiscall Awesomium::WebMenuItemArray::At(unsigned int)const 
?At@WebStringArray@Awesomium@@QAEAAVWebString@2@I@Z,public: class Awesomium::WebString & __thiscall Awesomium::WebStringArray::At(unsigned int)
?At@WebStringArray@Awesomium@@QBEABVWebString@2@I@Z,public: class Awesomium::WebString const & __thiscall Awesomium::WebStringArray::At(unsigned int)const 
?ChildProcessMain@Awesomium@@YAHPAUHINSTANCE__@@@Z,int __cdecl Awesomium::ChildProcessMain(struct HINSTANCE__ *)
?Clear@JSArray@Awesomium@@QAEXXZ,public: void __thiscall Awesomium::JSArray::Clear(void)
?Clear@WebString@Awesomium@@QAEXXZ,public: void __thiscall Awesomium::WebString::Clear(void)
?Compare@WebString@Awesomium@@QBEHABV12@@Z,public: int __thiscall Awesomium::WebString::Compare(class Awesomium::WebString const &)const 
?CopyBuffers@Awesomium@@YAXHHPAEH0HH_N1@Z,"void __cdecl Awesomium::CopyBuffers(int,int,unsigned char *,int,unsigned char *,int,int,bool,bool)"
?CopyTo@BitmapSurface@Awesomium@@QBEXPAEHH_N1@Z,"public: void __thiscall Awesomium::BitmapSurface::CopyTo(unsigned char *,int,int,bool,bool)const "
?Create@ResourceResponse@Awesomium@@SAPAV12@ABVWebString@2@@Z,public: static class Awesomium::ResourceResponse * __cdecl Awesomium::ResourceResponse::Create(class Awesomium::WebString const &)
?Create@ResourceResponse@Awesomium@@SAPAV12@IPAEABVWebString@2@@Z,"public: static class Awesomium::ResourceResponse * __cdecl Awesomium::ResourceResponse::Create(unsigned int,unsigned char *,class Awesomium::WebString const &)"
?CreateFromUTF8@WebString@Awesomium@@SA?AV12@PBDI@Z,"public: static class Awesomium::WebString __cdecl Awesomium::WebString::CreateFromUTF8(char const *,unsigned int)"
?CreateSurface@BitmapSurfaceFactory@Awesomium@@UAEPAVSurface@2@PAVWebView@2@HH@Z,"public: virtual class Awesomium::Surface * __thiscall Awesomium::BitmapSurfaceFactory::CreateSurface(class Awesomium::WebView *,int,int)"
?DestroySurface@BitmapSurfaceFactory@Awesomium@@UAEXPAVSurface@2@@Z,public: virtual void __thiscall Awesomium::BitmapSurfaceFactory::DestroySurface(class Awesomium::Surface *)
?Erase@JSArray@Awesomium@@QAEXI@Z,public: void __thiscall Awesomium::JSArray::Erase(unsigned int)
?GetAlphaAtPoint@BitmapSurface@Awesomium@@QBEEHH@Z,"public: unsigned char __thiscall Awesomium::BitmapSurface::GetAlphaAtPoint(int,int)const "
?GetBridge@JSObject@Awesomium@@IBEPAVJSObjectBridge@2@I@Z,protected: class Awesomium::JSObjectBridge * __thiscall Awesomium::JSObject::GetBridge(unsigned int)const 
?GetKeyIdentifierFromVirtualKeyCode@Awesomium@@YAXHPAPAD@Z,"void __cdecl Awesomium::GetKeyIdentifierFromVirtualKeyCode(int,char * *)"
?GetMethodNames@JSObject@Awesomium@@QBE?AVJSArray@2@XZ,public: class Awesomium::JSArray __thiscall Awesomium::JSObject::GetMethodNames(void)const 
?GetProperty@JSObject@Awesomium@@QBE?AVJSValue@2@ABVWebString@2@@Z,public: class Awesomium::JSValue __thiscall Awesomium::JSObject::GetProperty(class Awesomium::WebString const &)const 
?GetPropertyNames@JSObject@Awesomium@@QBE?AVJSArray@2@XZ,public: class Awesomium::JSArray __thiscall Awesomium::JSObject::GetPropertyNames(void)const 
?HasMethod@JSObject@Awesomium@@QBE_NABVWebString@2@@Z,public: bool __thiscall Awesomium::JSObject::HasMethod(class Awesomium::WebString const &)const 
?HasProperty@JSObject@Awesomium@@QBE_NABVWebString@2@@Z,public: bool __thiscall Awesomium::JSObject::HasProperty(class Awesomium::WebString const &)const 
?Initialize@WebCore@Awesomium@@SAPAV12@ABUWebConfig@2@@Z,public: static class Awesomium::WebCore * __cdecl Awesomium::WebCore::Initialize(struct Awesomium::WebConfig const &)
?Insert@JSArray@Awesomium@@QAEXABVJSValue@2@I@Z,"public: void __thiscall Awesomium::JSArray::Insert(class Awesomium::JSValue const &,unsigned int)"
?Invoke@JSObject@Awesomium@@QAE?AVJSValue@2@ABVWebString@2@ABVJSArray@2@@Z,"public: class Awesomium::JSValue __thiscall Awesomium::JSObject::Invoke(class Awesomium::WebString const &,class Awesomium::JSArray const &)"
?InvokeAsync@JSObject@Awesomium@@QAEXABVWebString@2@ABVJSArray@2@@Z,"public: void __thiscall Awesomium::JSObject::InvokeAsync(class Awesomium::WebString const &,class Awesomium::JSArray const &)"
?IsArray@JSValue@Awesomium@@QBE_NXZ,public: bool __thiscall Awesomium::JSValue::IsArray(void)const 
?IsBoolean@JSValue@Awesomium@@QBE_NXZ,public: bool __thiscall Awesomium::JSValue::IsBoolean(void)const 
?IsChildProcess@Awesomium@@YA_NPAUHINSTANCE__@@@Z,bool __cdecl Awesomium::IsChildProcess(struct HINSTANCE__ *)
?IsDouble@JSValue@Awesomium@@QBE_NXZ,public: bool __thiscall Awesomium::JSValue::IsDouble(void)const 
?IsEmpty@Rect@Awesomium@@QBE_NXZ,public: bool __thiscall Awesomium::Rect::IsEmpty(void)const 
?IsEmpty@WebString@Awesomium@@QBE_NXZ,public: bool __thiscall Awesomium::WebString::IsEmpty(void)const 
?IsEmpty@WebURL@Awesomium@@QBE_NXZ,public: bool __thiscall Awesomium::WebURL::IsEmpty(void)const 
?IsInteger@JSValue@Awesomium@@QBE_NXZ,public: bool __thiscall Awesomium::JSValue::IsInteger(void)const 
?IsNull@JSValue@Awesomium@@QBE_NXZ,public: bool __thiscall Awesomium::JSValue::IsNull(void)const 
?IsNumber@JSValue@Awesomium@@QBE_NXZ,public: bool __thiscall Awesomium::JSValue::IsNumber(void)const 
?IsObject@JSValue@Awesomium@@QBE_NXZ,public: bool __thiscall Awesomium::JSValue::IsObject(void)const 
?IsString@JSValue@Awesomium@@QBE_NXZ,public: bool __thiscall Awesomium::JSValue::IsString(void)const 
?IsUndefined@JSValue@Awesomium@@QBE_NXZ,public: bool __thiscall Awesomium::JSValue::IsUndefined(void)const 
?IsValid@WebURL@Awesomium@@QBE_NXZ,public: bool __thiscall Awesomium::WebURL::IsValid(void)const 
?Null@JSValue@Awesomium@@SAABV12@XZ,public: static class Awesomium::JSValue const & __cdecl Awesomium::JSValue::Null(void)
?OnFilterNavigation@ResourceInterceptor@Awesomium@@UAE_NHHABVWebString@2@ABVWebURL@2@_N@Z,"public: virtual bool __thiscall Awesomium::ResourceInterceptor::OnFilterNavigation(int,int,class Awesomium::WebString const &,class Awesomium::WebURL const &,bool)"
?OnRequest@DataPakSource@Awesomium@@UAEXHABVResourceRequest@2@ABVWebString@2@@Z,"public: virtual void __thiscall Awesomium::DataPakSource::OnRequest(int,class Awesomium::ResourceRequest const &,class Awesomium::WebString const &)"
?OnRequest@ResourceInterceptor@Awesomium@@UAEPAVResourceResponse@2@PAVResourceRequest@2@@Z,public: virtual class Awesomium::ResourceResponse * __thiscall Awesomium::ResourceInterceptor::OnRequest(class Awesomium::ResourceRequest *)
?OnWillDownload@ResourceInterceptor@Awesomium@@UAEXHHABVWebURL@2@@Z,"public: virtual void __thiscall Awesomium::ResourceInterceptor::OnWillDownload(int,int,class Awesomium::WebURL const &)"
?Paint@BitmapSurface@Awesomium@@UAEXPAEHABURect@2@1@Z,"public: virtual void __thiscall Awesomium::BitmapSurface::Paint(unsigned char *,int,struct Awesomium::Rect const &,struct Awesomium::Rect const &)"
?Pop@JSArray@Awesomium@@QAEXXZ,public: void __thiscall Awesomium::JSArray::Pop(void)
?Push@JSArray@Awesomium@@QAEXABVJSValue@2@@Z,public: void __thiscall Awesomium::JSArray::Push(class Awesomium::JSValue const &)
?Push@WebMenuItemArray@Awesomium@@QAEXABUWebMenuItem@2@@Z,public: void __thiscall Awesomium::WebMenuItemArray::Push(struct Awesomium::WebMenuItem const &)
?Push@WebStringArray@Awesomium@@QAEXABVWebString@2@@Z,public: void __thiscall Awesomium::WebStringArray::Push(class Awesomium::WebString const &)
?RemoveProperty@JSObject@Awesomium@@QAEXABVWebString@2@@Z,public: void __thiscall Awesomium::JSObject::RemoveProperty(class Awesomium::WebString const &)
?SaveToJPEG@BitmapSurface@Awesomium@@QBE_NABVWebString@2@H@Z,"public: bool __thiscall Awesomium::BitmapSurface::SaveToJPEG(class Awesomium::WebString const &,int)const "
